ANP,ecstasy,joy,serenity,admiration,trust,acceptance,terror,fear,apprehension,amazement,surprise,distraction,grief,sadness,pensiveness,loathing,disgust,boredom,rage,anger,annoyance,vigilance,anticipation,interest
wild_wings,0.0184629042399,0.0825823812908,0.087336059303,0.0175575183907,0.0551083593693,0.0175575183907,0.0539080341456,0.0365350928902,0.0117050122605,0.139926997279,0.0372154950486,0.0117050122605,0.0175575183907,0.0518277728361,0.0218418502297,0.0117050122605,0.0218418502297,0.023410024521,0.0212621147509,0.0768757623908,0.0271892880276,0.0117050122605,0.0260406659961,0.119142743238
fat_face,0.016573960045,0.0875394172208,0.0282935195839,0.016573960045,0.0309274304853,0.0309274304853,0.0368728326087,0.0580088601575,0.016573960045,0.0641790359348,0.0452809009255,0.0248609400675,0.0368728326087,0.0990283701843,0.0282935195839,0.0282935195839,0.0400130791228,0.0554433417438,0.0379708504566,0.0994437602699,0.03314792009,0.016573960045,0.016573960045,0.0517326386618
high_prairie,0.0210702003882,0.0508679635392,0.0632106011647,0.0210702003882,0.0359690819637,0.0393175291873,0.0508679635392,0.0508679635392,0.0210702003882,0.216467200412,0.0210702003882,0.0210702003882,0.0210702003882,0.0681846007559,0.0210702003882,0.0210702003882,0.0210702003882,0.0359690819637,0.0210702003882,0.0210702003882,0.0210702003882,0.0210702003882,0.0210702003882,0.0932952084997
gothic_theatre,0.0246382406056,0.0739147218169,0.0420601076144,0.0246382406056,0.0369573609085,0.0246382406056,0.100578398305,0.0707321680852,0.0246382406056,0.0246382406056,0.0246382406056,0.0246382406056,0.0369573609085,0.121639090871,0.0521846310257,0.0246382406056,0.0246382406056,0.0246382406056,0.0246382406056,0.0564460724541,0.0246382406056,0.0246382406056,0.0246382406056,0.0635947195322
cold_beer,0.018177452755,0.0651114339528,0.0567376530784,0.018177452755,0.0310308528628,0.018177452755,0.0272661791325,0.0811459962028,0.018177452755,0.11086463906,0.033919588617,0.033919588617,0.0272661791325,0.0727098110201,0.018177452755,0.018177452755,0.0272661791325,0.0608073581929,0.0438842529706,0.0478611088039,0.0310308528628,0.018177452755,0.0363549055101,0.0855812515656
big_boobs,0.121801416737,0.0531595727783,0.0265797863891,0.0437408639656,0.0308707693663,0.0199348397918,0.0247992783146,0.0320846403928,0.0132898931946,0.208497570009,0.0226872667937,0.0199348397918,0.0132898931946,0.0621200787887,0.0132898931946,0.0132898931946,0.0332247329864,0.0363086634347,0.0265797863891,0.0419993437624,0.0490740257555,0.0132898931946,0.0132898931946,0.0668631653855
happy_people,0.0145271981699,0.273767530742,0.03671509352,0.0106012978872,0.0340918602937,0.0119140478417,0.0140891548703,0.0357520693699,0.00529134529167,0.143913230735,0.0479389746068,0.00850687018667,0.0136333555927,0.0964756192583,0.0314740158823,0.00774706718779,0.0179071684779,0.0271046504266,0.0156221574911,0.0377571822518,0.0139994838677,0.00425343509333,0.0191250396333,0.077792151323
pacific_life,0.0185823180219,0.0911003277125,0.108569188871,0.0117807175647,0.0321855189363,0.0117807175647,0.0219831182505,0.036067288997,0.0117807175647,0.20183038469,0.037456196238,0.017671076347,0.0273651420356,0.0517310745454,0.0219831182505,0.0117807175647,0.0117807175647,0.0284411681191,0.0213996331771,0.0343390742551,0.0201109428419,0.0117807175647,0.0201109428419,0.138389180481
slow_sync,0.039001134485,0.0946606496191,0.0494514569742,0.0247257284871,0.0247257284871,0.0247257284871,0.0370885927307,0.0523699333323,0.0247257284871,0.0800141381775,0.0550084376431,0.0247257284871,0.0247257284871,0.0370885927307,0.0247257284871,0.0247257284871,0.0247257284871,0.0827127017716,0.0494514569742,0.0566465067049,0.0370885927307,0.0247257284871,0.0247257284871,0.057434792768
sexy_lips,0.0236444407232,0.0868997002706,0.0440214129966,0.0219196020178,0.0248269870619,0.0124730337485,0.0279725329763,0.0380895089344,0.0146130680119,0.201583412456,0.0429141761706,0.00730653400595,0.0109598010089,0.134700307444,0.0331390327188,0.00730653400595,0.0136341780687,0.034645080941,0.0157433927563,0.0616571945474,0.0136341780687,0.00730653400595,0.0194230499138,0.101586307147
professional_athlete,0.0186576917286,0.218739145076,0.0318506720712,0.0186576917286,0.0279865375929,0.0186576917286,0.0186576917286,0.0318506720712,0.0186576917286,0.162273448326,0.0279865375929,0.0186576917286,0.0186576917286,0.0535630367669,0.0186576917286,0.0186576917286,0.0279865375929,0.0495979731876,0.0373153834572,0.0402017384126,0.0186576917286,0.0186576917286,0.0318506720712,0.0535630367669
sunny_cove,0.0296086795935,0.0592173591871,0.115932072783,0.0296086795935,0.0592173591871,0.0296086795935,0.0296086795935,0.0296086795935,0.0296086795935,0.125551767027,0.0296086795935,0.0296086795935,0.0296086795935,0.0444130193903,0.0296086795935,0.0296086795935,0.0296086795935,0.0296086795935,0.0296086795935,0.0296086795935,0.0296086795935,0.0296086795935,0.0296086795935,0.0627121897411
cracked_paint,0.0263560659618,0.05648463372,0.0624687662331,0.016709076276,0.0285241774181,0.016709076276,0.033418152552,0.084581664962,0.025063614414,0.101498377915,0.0417726906899,0.016709076276,0.0403392785602,0.116264888085,0.016709076276,0.016709076276,0.0311795608047,0.0353903914731,0.0382804009918,0.0528048064942,0.016709076276,0.016709076276,0.016709076276,0.0918999195179
dark_tourism,0.0122045478235,0.158319713199,0.0856856562777,0.0122045478235,0.0324435007568,0.0122045478235,0.0671250130293,0.0549204652058,0.0183068217353,0.166339821264,0.0183068217353,0.0183068217353,0.0227739962804,0.0517518027163,0.0183068217353,0.0122045478235,0.0183068217353,0.0305113695588,0.0192508467948,0.0355744776718,0.0122045478235,0.0122045478235,0.0183068217353,0.0922351198931
open_season,0.019394848511,0.111558853512,0.068284635808,0.00969742425552,0.120583558929,0.0205394741765,0.0308324704268,0.0334511655008,0.00969742425552,0.155320322135,0.0727306819164,0.0145461363833,0.0165545387066,0.0344211020108,0.0165545387066,0.0145461363833,0.0165545387066,0.0165545387066,0.0245104844879,0.027402417637,0.0145461363833,0.00969742425552,0.0180956400121,0.123925508194
wild_touch,0.0197207196622,0.0743249198422,0.0552727526278,0.0197207196622,0.0524238335199,0.0295810794933,0.0336653742652,0.0552727526278,0.0197207196622,0.130841331575,0.0417691545272,0.0197207196622,0.0295810794933,0.0638175893921,0.0295810794933,0.0197207196622,0.0197207196622,0.0197207196622,0.0311064824678,0.0652637708846,0.0197207196622,0.0197207196622,0.0295810794933,0.100431243337
ultimate_peace,0.0260420400992,0.23742121624,0.0346139389957,0.0130210200496,0.0242975541957,0.0222282716246,0.0195315300744,0.0242975541957,0.0130210200496,0.032552550124,0.0222282716246,0.0130210200496,0.0260420400992,0.286152240854,0.0130210200496,0.0130210200496,0.0195315300744,0.0222282716246,0.0205387094803,0.0390630601488,0.0195315300744,0.0130210200496,0.0195315300744,0.0260420400992
fishy_strawberry,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0558325981404,0.0372217320936,0.0372217320936,0.0694566976595,0.0558325981404,0.0372217320936,0.0558325981404,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0372217320936,0.0558325981404
wet_day,0.011886411965,0.0826409059943,0.077215290026,0.0113035248389,0.0578049602732,0.0461445707281,0.0221284710442,0.0403829648784,0.0113035248389,0.130785001885,0.0319540877123,0.0128642159359,0.0235212813558,0.122315790519,0.0285141374835,0.0128642159359,0.0205878694431,0.0572369276084,0.0181927486459,0.0490389902149,0.0230708921769,0.00753568322596,0.0181927486459,0.0825147846244
big_tree,0.00726572771386,0.0817172818767,0.0979418931448,0.0175410183873,0.0644761249432,0.0124033730506,0.0246883307188,0.0430452872541,0.0124033730506,0.163478873562,0.0376604474232,0.0124033730506,0.0281349417263,0.0897085284823,0.0181643192847,0.00726572771386,0.0193145740417,0.0339617159773,0.0183643101231,0.0440755612701,0.0203642046268,0.0108985915708,0.0203642046268,0.11435821638
abandoned_hospital,0.0103453635502,0.0569951915818,0.0476461022938,0.0103453635502,0.0442649062962,0.0103453635502,0.0726327003711,0.15728959057,0.0155180453253,0.0969008849744,0.0176606402704,0.0103453635502,0.0193047111961,0.203889393283,0.0176606402704,0.0103453635502,0.0155180453253,0.0193047111961,0.0187923175174,0.0456815072018,0.0103453635502,0.0103453635502,0.0103453635502,0.0681777039257
creative_leadership,0.0252109190305,0.114937237462,0.0252109190305,0.0252109190305,0.143460610971,0.0252109190305,0.0252109190305,0.100843676122,0.0252109190305,0.0252109190305,0.0378163785458,0.0252109190305,0.0252109190305,0.0430377308369,0.0533975833943,0.0252109190305,0.0252109190305,0.0252109190305,0.0252109190305,0.0252109190305,0.0252109190305,0.0252109190305,0.0470442153637,0.0560878628162
gothic_festival,0.0157537535737,0.132940221472,0.0293969043735,0.0157537535737,0.045226327788,0.0157537535737,0.0518501376893,0.0643100831383,0.0157537535737,0.104171476216,0.0157537535737,0.0157537535737,0.0236306303606,0.052699580593,0.0157537535737,0.0157537535737,0.0157537535737,0.0333669855195,0.15665960914,0.0445160408994,0.0157537535737,0.0157537535737,0.0236306303606,0.0643100831383
affordable_homes,0.0276976323813,0.0668679997406,0.041546448572,0.0276976323813,0.0692440809533,0.0276976323813,0.041546448572,0.0472828160609,0.0276976323813,0.0643381559744,0.041546448572,0.0276976323813,0.0276976323813,0.06162016559,0.0276976323813,0.0276976323813,0.0276976323813,0.0276976323813,0.0436888678926,0.0503126545204,0.0276976323813,0.0276976323813,0.0276976323813,0.111936692595
spread_wings,0.0304979391745,0.0765434417355,0.0671577133581,0.0335788566791,0.0533811390654,0.0167894283395,0.0251841425093,0.0446315454629,0.0167894283395,0.0964286795872,0.0405332656018,0.0167894283395,0.037352194592,0.0761490214952,0.0167894283395,0.0167894283395,0.0335788566791,0.0251841425093,0.0264828093109,0.0579149608444,0.0313294997966,0.0167894283395,0.0543317314101,0.0890034901517
skeletal_mess,0.0239015617847,0.0547583453649,0.0635378179564,0.0239015617847,0.0239015617847,0.0408025182036,0.0531748769988,0.066990715074,0.0239015617847,0.0478031235694,0.0408025182036,0.0358523426771,0.0239015617847,0.0859996408718,0.0358523426771,0.0239015617847,0.0239015617847,0.0446009214804,0.0239015617847,0.0515007080456,0.0358523426771,0.0239015617847,0.0358523426771,0.0915053874604
rising_tide,0.0141819552553,0.0612181796309,0.0648216644718,0.0141819552553,0.110889996551,0.021272932883,0.0300378632577,0.0329429186105,0.0141819552553,0.247969240109,0.0315512322206,0.0141819552553,0.0242101119869,0.042545865766,0.0141819552553,0.0141819552553,0.0141819552553,0.0242101119869,0.030557866624,0.0489205091859,0.0141819552553,0.021272932883,0.0141819552553,0.0799409765345
spiritual_blessing,0.0327341740873,0.0984018840918,0.0997763137902,0.0207526347994,0.05516698632,0.0387249437312,0.0207526347994,0.0415052695989,0.0207526347994,0.0726342217981,0.0311289521992,0.0207526347994,0.0415052695989,0.0354269635936,0.0207526347994,0.0207526347994,0.0311289521992,0.0311289521992,0.0207526347994,0.0475441711222,0.0354269635936,0.0207526347994,0.0354269635936,0.106317940087
lovely_people,0.0390900485083,0.135946205176,0.050816754935,0.0190746856861,0.020526332902,0.00778644740338,0.0118982137349,0.01880436273,0.00709980330316,0.268213523935,0.0398804346604,0.014342576801,0.0216354688824,0.0771357473948,0.0254605083944,0.005722345547,0.0104628918153,0.0244860848353,0.00977080240329,0.0333339195354,0.0106577448624,0.00335207241285,0.0142140284678,0.130288995674
popular_library,0.027925478768,0.0440482614519,0.0476717741727,0.027925478768,0.0418882181519,0.027925478768,0.0521096527939,0.0558509575359,0.027925478768,0.0621270656702,0.0476717741727,0.0418882181519,0.027925478768,0.0521096527939,0.0418882181519,0.027925478768,0.0418882181519,0.0418882181519,0.0440482614519,0.027925478768,0.027925478768,0.027925478768,0.027925478768,0.105666721518
empty_beach,0.0271852120747,0.071792668004,0.149518666411,0.0253641481693,0.0302400805704,0.0135926060373,0.020388909056,0.0315739336594,0.0135926060373,0.0883519392427,0.0361333931118,0.0232040299403,0.0232040299403,0.0984784035336,0.0287896015828,0.0135926060373,0.020388909056,0.0454700928247,0.0246909223927,0.0429559910852,0.0232040299403,0.020388909056,0.0302400805704,0.0976582316664
evil_dog,0.0165311394214,0.0570239958705,0.0282204202069,0.0165311394214,0.0439449328302,0.0165311394214,0.0451639128062,0.0647272787878,0.0165311394214,0.0570239958705,0.0383997813201,0.0165311394214,0.0165311394214,0.110409965047,0.0165311394214,0.024796709132,0.0761350102469,0.0485435532577,0.0435263770541,0.100823741913,0.0367775676459,0.0165311394214,0.0282204202069,0.0640132224337
popular_music,0.0329302891239,0.0936942629248,0.0406666489714,0.0325716719971,0.0382585774395,0.0130286687989,0.0365164355015,0.0314539889139,0.0130286687989,0.15106493993,0.0325716719971,0.0195430031983,0.0130286687989,0.0694444595854,0.033628802941,0.0130286687989,0.0130286687989,0.0260573375977,0.0491034191811,0.0449422593838,0.0195430031983,0.0130286687989,0.0195430031983,0.150294212124
open_shirt,0.014449519173,0.0728465556623,0.0424308927318,0.0216742787595,0.0269631698493,0.0246668721651,0.115853852233,0.0533560402382,0.0216742787595,0.0704122662907,0.0717942706173,0.0246668721651,0.0246668721651,0.0618254360143,0.0372962150135,0.014449519173,0.0246668721651,0.0372962150135,0.0331037682122,0.0691545158559,0.028899038346,0.014449519173,0.028899038346,0.0645041218781
cheap_time,0.0251326376261,0.069573452206,0.0435310052966,0.0297322295437,0.0541405337734,0.0239001806862,0.0370114319192,0.0435310052966,0.0159334537908,0.0681747756473,0.0478003613724,0.0159334537908,0.0411264562768,0.0781555799437,0.027200107014,0.0159334537908,0.0337475966871,0.0744767012324,0.0318669075816,0.061929372967,0.0354478696047,0.0159334537908,0.027200107014,0.0825878731478
liberal_democrats,0.0294605964278,0.0680926805855,0.0186772697246,0.0186772697246,0.0466931743114,0.0186772697246,0.0415521600313,0.0939677510016,0.0186772697246,0.0450909178772,0.0395590920937,0.0280159045869,0.0280159045869,0.0318840938009,0.0186772697246,0.0833772299438,0.0373545394491,0.0280159045869,0.040243923131,0.167705809758,0.0186772697246,0.0186772697246,0.0186772697246,0.0415521600313
old_warden,0.0385608127583,0.0212281229501,0.0318421844251,0.0212281229501,0.330860508446,0.0212281229501,0.03623867264,0.0396122166995,0.0212281229501,0.0212281229501,0.0212281229501,0.0212281229501,0.0212281229501,0.03623867264,0.0212281229501,0.0212281229501,0.0212281229501,0.0318421844251,0.0334841854497,0.0457402479493,0.0212281229501,0.0212281229501,0.0212281229501,0.0783865932662
broken_bells,0.022156141838,0.0605317052012,0.0691564162538,0.022156141838,0.033234212757,0.022156141838,0.022156141838,0.0413439235196,0.022156141838,0.0972912743873,0.022156141838,0.033234212757,0.0378228999766,0.0838362303098,0.022156141838,0.022156141838,0.0636064877234,0.0443122836761,0.022156141838,0.0956397511167,0.022156141838,0.022156141838,0.022156141838,0.074116900265
sacred_architecture,0.028004679037,0.0519208541862,0.122689721939,0.0392454160737,0.0659244040949,0.0140023395185,0.0210035092777,0.0311516330313,0.0140023395185,0.161858027901,0.0210035092777,0.0140023395185,0.0392454160737,0.0713093838137,0.0338046379705,0.0140023395185,0.0140023395185,0.0239034887445,0.0220865940088,0.0420070185555,0.0140023395185,0.0140023395185,0.0210035092777,0.105821820107
happy_baby,0.0096874842805,0.226418396402,0.0280050683252,0.0120380621228,0.0328789462783,0.0127581367525,0.0100317184356,0.0228338594737,0.00849900824491,0.0939631411345,0.0491888470204,0.00685008582738,0.0192925456678,0.190537918285,0.0239755550064,0.00601903106139,0.00802537474852,0.0393380132351,0.00864613964566,0.0906347027226,0.0125248827336,0.00401268737426,0.0304781782712,0.0533622169514
great_grandmother,0.0150988349412,0.563883481017,0.0202744096987,0.00957227778517,0.00957227778517,0.0143584166778,0.0191445555703,0.0231095228518,0.00957227778517,0.0293060339782,0.031505121547,0.0163409003185,0.0325257935612,0.0487485130361,0.0163409003185,0.00957227778517,0.00957227778517,0.0163409003185,0.00957227778517,0.0150988349412,0.0163409003185,0.00957227778517,0.0143584166778,0.040218519732
modern_luxury,0.0189894176124,0.0883289668139,0.112982239364,0.0354347356679,0.0189894176124,0.0189894176124,0.0284841264186,0.0189894176124,0.0189894176124,0.165774053662,0.0402202319297,0.0189894176124,0.032416963577,0.0402202319297,0.0284841264186,0.0189894176124,0.0189894176124,0.032416963577,0.0189894176124,0.0600112481324,0.0284841264186,0.0189894176124,0.0189894176124,0.0978583923536
model_building,0.0185735068017,0.0855000878178,0.0365637334969,0.0105812125174,0.0503955137649,0.0105812125174,0.0220182359268,0.0352707083914,0.00705414167828,0.271983887743,0.0327316049745,0.0120421730944,0.0211624250348,0.0750818204421,0.0211624250348,0.00705414167828,0.0211624250348,0.0266920410016,0.0252678571728,0.0848631683789,0.0156936655208,0.0105812125174,0.0156936655208,0.0822891339389
scenic_landscape,0.00671601612587,0.0657627414691,0.262994784286,0.0161109515402,0.0613025508589,0.00425778361158,0.00726849127615,0.0305907209539,0.00425778361158,0.187565134523,0.0225712033833,0.00726849127615,0.0155228201841,0.0394972133443,0.0210206944533,0.00425778361158,0.00638667541737,0.0236529110054,0.012031397375,0.0155228201841,0.00638667541737,0.00425778361158,0.0163006142699,0.158495958211
wonderful_women,0.0108448968064,0.181838761466,0.0408002723233,0.0168368799317,0.0171021657699,0.0125828353096,0.0116913447273,0.0171021657699,0.00503313412384,0.353611739583,0.0475921448767,0.00754970118575,0.0221013223624,0.0611926272573,0.0178651586798,0.0100662682477,0.00754970118575,0.0100662682477,0.0100662682477,0.0300304706088,0.00859209739342,0.00503313412384,0.011197439329,0.0836532024428
wild_insect,0.0178854520797,0.0960583050068,0.0856357073109,0.0147691872372,0.0713351546479,0.00984612482483,0.0463565328396,0.0840195390529,0.00984612482483,0.169067431559,0.0254142151112,0.00984612482483,0.0168083864569,0.0498412729317,0.00984612482483,0.00984612482483,0.0208544270365,0.0208544270365,0.0178854520797,0.0404589709732,0.018373119052,0.00984612482483,0.0147691872372,0.130536483402
teen_night,0.0230606142628,0.0939834372227,0.0236893878541,0.0190426570341,0.0410822217563,0.0126951046894,0.0282433690495,0.053339270956,0.0126951046894,0.134296714144,0.0538319455049,0.0126951046894,0.0236893878541,0.144626502666,0.0294891496274,0.0126951046894,0.0216718993031,0.0661805314388,0.027354148909,0.0572788471439,0.0190426570341,0.0126951046894,0.0190426570341,0.057579077758
dyed_hair,0.0211224261587,0.0477813824907,0.0455295938588,0.0116281122577,0.0198504292874,0.0116281122577,0.0280727463172,0.0809105870332,0.0116281122577,0.221740088979,0.0514872729042,0.0232562245153,0.0258695831092,0.0813967858036,0.0325909897486,0.0116281122577,0.0258695831092,0.0592182127076,0.0232562245153,0.0590996817627,0.0232562245153,0.0116281122577,0.0116281122577,0.0599232896377
frozen_reality,0.0255310621941,0.055011793455,0.0476416106397,0.0255310621941,0.0382965932911,0.0435842494024,0.0593054828305,0.0638276554852,0.0255310621941,0.0616374366107,0.0382965932911,0.0255310621941,0.0255310621941,0.0811747222067,0.0382965932911,0.0255310621941,0.0255310621941,0.0435842494024,0.0510621243881,0.046377087183,0.0382965932911,0.0255310621941,0.0255310621941,0.0638276554852
